,national_inv,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
956591,6.0,19.0,47.0,61.0,4.0,11.0,23.0,34.0,0,0.0,0.52,0.41,0,0,0,1,0,0
1198079,28.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0.0,0.99,0.97,0,0,0,1,0,0
982466,60.0,14.0,55.0,83.0,6.0,30.0,64.0,93.0,0,0.0,0.83,0.91,0,0,0,1,0,0
863361,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.93,0.95,1,0,0,1,0,0
1572269,127.0,180.0,270.0,360.0,16.0,51.0,79.0,132.0,0,0.0,0.0,0.08,0,0,0,1,0,0
114312,33.0,0.0,6.0,15.0,1.0,12.0,32.0,50.0,0,0.0,0.58,0.45,0,0,0,1,0,0
1123315,0.0,4.0,7.0,10.0,3.0,4.0,10.0,11.0,0,0.0,0.0,0.0,0,0,0,1,0,0
469778,35.0,15.0,44.0,59.0,8.0,29.0,73.0,94.0,0,0.0,0.73,0.78,0,0,1,1,0,0
1284325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.78,1,0,0,1,0,0
1062598,7128.0,1852.0,6342.0,13526.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,0,1,0,0
985589,8.0,9.0,18.0,27.0,2.0,11.0,17.0,31.0,0,0.0,0.92,0.95,0,0,0,1,0,0
275644,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0,0.0,0.65,0.4,0,0,0,1,0,0
488374,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.88,0.63,1,0,0,1,0,0
219714,38.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.0,-99.0,-99.0,0,0,0,1,0,0
853899,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.04,0.06,1,0,0,1,0,0
1513797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,0,1,0,0
163818,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.97,0.97,1,0,0,1,0,0
994932,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.68,0.66,1,0,0,1,0,0
1195335,15.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0,0.0,0.84,0.48,0,0,0,1,0,0
1421107,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,0,0.0,0.85,0.64,0,0,0,1,0,0
213743,4.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,0,0.0,0.66,0.78,0,0,1,1,0,0
1432165,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.77,0.78,0,0,0,1,0,0
983399,14.0,0.0,0.0,0.0,1.0,3.0,6.0,7.0,0,0.0,-99.0,-99.0,1,0,0,1,0,0
156618,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.83,0.91,0,0,0,1,0,0
1600756,12.0,7.0,7.0,14.0,2.0,5.0,9.0,19.0,0,0.0,0.25,0.26,0,0,0,1,0,0
1412982,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.91,0.77,1,0,0,1,0,0
1477000,4.0,6.0,9.0,9.0,1.0,3.0,6.0,12.0,0,0.0,0.95,0.77,0,0,0,1,0,0
1195137,3392.0,0.0,0.0,0.0,6.0,38.0,112.0,157.0,0,0.0,0.66,0.69,0,0,0,1,0,0
124130,62.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,0,0.0,0.98,0.94,0,0,0,1,0,0
269427,7.0,0.0,2.0,6.0,1.0,2.0,5.0,10.0,0,0.0,0.73,0.76,0,0,0,1,0,0
1408704,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.46,0.35,0,0,0,1,0,0
744159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.81,0.85,0,0,0,1,0,0
1359209,3906.0,0.0,386.0,1158.0,497.0,1241.0,2216.0,3484.0,0,0.0,0.5,0.72,0,0,0,1,0,0
594800,23.0,24.0,48.0,48.0,5.0,14.0,34.0,53.0,0,0.0,0.98,0.98,0,0,0,1,0,0
841224,7.0,6.0,6.0,11.0,1.0,4.0,9.0,18.0,0,0.0,0.85,0.78,0,0,0,1,0,0
1123586,23.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0,0.0,0.63,0.72,0,0,0,1,0,0
232352,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.63,0.72,0,0,0,1,0,0
1440906,10.0,48.0,64.0,96.0,20.0,45.0,67.0,95.0,0,0.0,0.98,0.98,0,0,0,1,0,0
758788,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.99,0.99,0,0,0,1,0,0
932422,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.94,0.83,0,0,0,1,0,0
586165,104.0,84.0,156.0,228.0,25.0,76.0,212.0,281.0,0,0.0,1.0,0.95,0,0,0,1,0,0
596094,254.0,0.0,0.0,0.0,1.0,11.0,23.0,31.0,0,0.0,-99.0,-99.0,1,0,1,1,0,0
705843,37.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0,0.0,0.75,0.65,0,0,0,1,0,0
781257,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0.0,0.73,0.78,0,0,0,1,0,0
1681403,9.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0.0,0.99,0.94,0,0,0,1,0,0
1060442,3735.0,2873.0,5733.0,8593.0,913.0,3329.0,7567.0,11867.0,0,0.0,0.94,0.96,0,0,0,1,0,0
1129428,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.79,0.66,0,0,0,1,0,0
139321,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.82,0,0,0,1,0,0
481772,6.0,0.0,25.0,25.0,1.0,1.0,3.0,3.0,0,0.0,-99.0,-99.0,1,0,1,1,0,0
1543285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.78,0.78,0,0,0,1,0,0
1100094,189.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.99,0.99,0,0,0,1,0,0
665833,1495.0,0.0,0.0,0.0,3.0,7.0,14.0,26.0,0,0.0,1.0,0.99,0,0,0,1,0,0
102496,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0
75557,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.99,0,0,0,1,0,0
1554166,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.82,0.81,0,0,0,1,0,0
345130,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.83,0.79,1,0,0,1,0,0
1513615,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,1,0,1,1,0,0
1308139,1905.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.77,0.73,0,0,0,1,0,0
889787,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.56,0.56,1,0,0,1,0,0
294447,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.77,0.8,0,0,0,1,0,0
264128,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.42,0.36,1,0,0,1,0,0
1038451,36.0,0.0,0.0,0.0,3.0,8.0,32.0,51.0,0,0.0,0.44,0.64,0,0,0,1,0,0
1541133,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.7,0.66,1,0,0,1,0,0
1185699,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.63,0.72,0,0,0,1,0,0
588960,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.96,0.94,0,0,0,1,0,0
1093619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.96,0,0,0,1,0,0
1031820,121.0,60.0,100.0,160.0,23.0,74.0,139.0,270.0,0,0.0,0.93,0.94,0,0,0,1,0,0
74395,0.0,520.0,740.0,740.0,0.0,0.0,0.0,0.0,0,0.0,0.88,0.62,1,0,0,1,0,0
234916,250.0,0.0,0.0,0.0,50.0,76.0,177.0,305.0,0,0.0,0.59,0.78,1,0,0,1,0,0
131753,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1,0,0,1,0,0
528233,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.78,0,0,1,1,0,0
1411957,0.0,12.0,21.0,21.0,0.0,0.0,0.0,0.0,0,0.0,0.63,0.63,1,0,0,1,0,0
1128890,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.94,0.83,1,0,0,1,0,0
969452,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0,0.0,0.86,0.69,0,0,0,1,0,0
217299,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,1,0,1,1,0,0
64056,13.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,0,0.0,0.89,0.92,0,0,0,1,0,0
1624498,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.74,0.74,0,0,0,1,0,0
1295896,63.0,30.0,74.0,92.0,12.0,36.0,105.0,150.0,0,0.0,0.98,0.98,0,0,0,1,0,0
1302591,20.0,0.0,0.0,5.0,3.0,9.0,11.0,21.0,0,0.0,0.63,0.72,0,0,0,1,0,0
1160263,21.0,67.0,67.0,67.0,2.0,3.0,3.0,77.0,0,0.0,0.0,0.0,0,0,0,1,0,0
113757,1190.0,0.0,0.0,0.0,10.0,10.0,10.0,11.0,0,0.0,0.57,0.7,0,0,0,1,0,0
1516352,49.0,0.0,100.0,100.0,12.0,17.0,53.0,75.0,0,0.0,0.81,0.82,0,0,0,1,0,0
1025071,2459.0,0.0,0.0,0.0,14.0,65.0,124.0,261.0,0,0.0,1.0,0.93,0,0,0,1,0,0
1490842,9.0,4.0,4.0,4.0,2.0,4.0,19.0,25.0,0,0.0,0.57,0.59,0,0,0,1,0,0
931454,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.76,0.78,1,0,0,1,0,0
170781,44.0,24.0,59.0,87.0,20.0,48.0,90.0,134.0,0,0.0,0.4,0.43,0,0,0,1,0,0
1498129,989.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0,0.0,0.94,0.79,0,0,0,1,0,0
16545,174.0,138.0,299.0,437.0,34.0,100.0,241.0,406.0,0,0.0,0.99,0.97,0,0,0,1,0,0
253598,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.97,0.98,0,0,0,1,0,0
1330523,524.0,390.0,840.0,1245.0,118.0,304.0,742.0,1564.0,0,0.0,0.98,0.98,0,0,0,1,0,0
926935,23.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,-99.0,-99.0,0,0,1,0,0,0
1147458,42.0,0.0,0.0,0.0,1.0,6.0,15.0,22.0,0,0.0,0.73,0.78,0,0,0,1,0,0
518873,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,1,0,0,1,0,0
36045,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.78,1,0,0,1,0,0
1230089,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.97,0.97,0,0,0,1,0,0
491729,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.62,0.62,0,0,0,1,0,0
144654,8.0,0.0,0.0,0.0,0.0,4.0,9.0,11.0,0,0.0,0.99,0.98,0,0,0,1,0,0
1373793,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,0,1,0,0
2697,41.0,0.0,0.0,0.0,4.0,6.0,10.0,15.0,0,0.0,0.97,0.8,1,0,0,1,0,0
894597,116.0,694.0,694.0,694.0,37.0,130.0,277.0,436.0,0,23.0,0.0,0.0,0,0,0,1,0,0
1403559,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.63,0.72,0,0,0,1,0,0
1356928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,0,1,0,0
1641386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.87,0.72,0,0,0,1,0,0
283038,163.0,0.0,50.0,125.0,26.0,100.0,217.0,335.0,0,0.0,0.58,0.6,0,0,1,1,0,0
688847,2718.0,0.0,0.0,0.0,15.0,30.0,53.0,85.0,0,0.0,0.53,0.63,0,0,0,0,0,0
1429632,217.0,378.0,702.0,918.0,98.0,245.0,469.0,848.0,0,0.0,0.85,0.83,0,0,0,1,0,0
612893,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.83,1,0,0,1,0,0
1525066,5.0,1.0,11.0,16.0,2.0,10.0,18.0,25.0,0,1.0,0.73,0.78,0,0,0,1,0,0
34169,396.0,742.0,1494.0,2286.0,235.0,713.0,1349.0,1856.0,0,0.0,0.87,0.92,0,0,0,1,0,0
790348,4.0,25.0,50.0,80.0,8.0,20.0,35.0,47.0,0,0.0,0.83,0.86,0,0,0,1,0,0
427135,329.0,0.0,170.0,306.0,76.0,226.0,408.0,611.0,0,0.0,0.0,0.0,0,0,0,0,0,0
812269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.82,0,0,0,1,0,0
882040,15.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,0.0,1.0,0.95,0,0,0,1,0,0
525357,6.0,9.0,12.0,18.0,0.0,2.0,8.0,13.0,0,0.0,0.82,0.91,0,0,0,1,0,0
10456,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.87,0.92,0,0,0,1,0,0
1213781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.69,0.68,0,0,0,1,0,0
1478153,4.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0,0.0,0.69,0.68,1,0,0,1,0,0
1064713,79.0,119.0,255.0,395.0,44.0,144.0,280.0,390.0,0,0.0,0.79,0.66,0,0,1,1,0,0
882976,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.44,0.69,0,0,1,1,0,0
19542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.88,0,0,0,1,0,0
1527109,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0.0,0.91,0.95,1,0,0,1,0,0
865676,10853.0,5008.0,17283.0,29391.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,0,1,0,0
1121530,301.0,403.0,403.0,403.0,0.0,0.0,0.0,0.0,0,0.0,0.95,0.96,0,0,0,1,0,0
51516,10.0,2.0,2.0,2.0,2.0,4.0,9.0,14.0,0,0.0,0.99,0.99,0,0,0,1,0,0
896890,4.0,7.0,15.0,25.0,3.0,11.0,17.0,27.0,0,0.0,0.43,0.46,0,0,0,1,0,0
1305330,98.0,0.0,0.0,180.0,4.0,24.0,45.0,69.0,0,0.0,0.98,0.93,0,0,0,1,0,0
1510214,12.0,18.0,46.0,66.0,4.0,16.0,34.0,52.0,0,0.0,0.67,0.69,0,0,0,1,0,0
1256297,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.38,0.18,0,0,0,1,0,0
341603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.68,0.66,0,0,1,1,0,0
1655266,6.0,20.0,30.0,40.0,4.0,11.0,16.0,32.0,0,0.0,0.93,0.94,0,0,0,1,0,0
1324985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.94,0.97,0,0,0,1,0,0
1574623,400.0,0.0,0.0,0.0,2.0,6.0,14.0,30.0,0,0.0,0.77,0.8,0,0,1,1,0,0
1200209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7,0.64,0,0,1,1,0,0
1566142,228.0,3000.0,5400.0,7200.0,527.0,1971.0,3965.0,6112.0,0,0.0,0.83,0.84,0,0,0,1,0,0
663535,0.0,5.0,17.0,17.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1,0,1,1,0,0
229695,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.48,0.48,1,0,0,1,0,0
557454,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0
692435,994.0,1380.0,2520.0,3360.0,521.0,1227.0,2204.0,3594.0,0,0.0,1.0,0.97,0,0,0,1,0,0
711170,3.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0,0.0,0.68,0.66,0,0,0,1,0,0
563134,10.0,0.0,0.0,0.0,1.0,10.0,12.0,17.0,0,0.0,0.79,0.66,1,0,0,1,0,0
1260674,69.0,0.0,60.0,120.0,10.0,36.0,75.0,100.0,0,0.0,0.87,0.82,1,0,0,1,0,0
853319,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.77,0,0,1,1,0,0
146789,2694.0,0.0,0.0,0.0,168.0,543.0,1172.0,1866.0,0,0.0,-99.0,1.0,0,0,0,1,0,0
542548,15.0,13.0,25.0,33.0,6.0,13.0,25.0,40.0,0,0.0,0.77,0.8,0,0,0,1,0,0
737247,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0,0.0,-99.0,-99.0,1,0,0,1,0,0
1287916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.82,0.84,0,0,0,1,0,0
705147,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.82,0,0,0,1,0,0
943926,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.93,0.89,0,0,0,1,0,0
575373,24.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0.0,0.63,0.72,0,0,0,1,0,0
1286948,0.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.92,0.92,1,0,0,1,0,0
575842,15.0,7.0,11.0,11.0,2.0,4.0,10.0,21.0,0,3.0,0.73,0.78,0,0,0,1,0,0
937067,34.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0,0.0,0.9,0.95,0,0,0,1,0,0
1286417,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.38,0.4,1,0,0,1,0,0
53277,29.0,0.0,30.0,45.0,8.0,18.0,67.0,81.0,0,0.0,0.99,0.95,0,0,0,1,0,0
1548334,2333.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0,0,0,1,0,0
219926,7.0,0.0,10.0,20.0,4.0,18.0,33.0,38.0,0,0.0,0.78,0.78,0,0,0,1,0,0
1357030,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.97,0,0,0,1,0,0
1477902,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,0,1,0,0
725135,77.0,140.0,240.0,380.0,37.0,140.0,266.0,405.0,0,0.0,0.99,0.99,0,0,0,1,0,0
1175982,26.0,20.0,40.0,40.0,5.0,11.0,26.0,36.0,0,0.0,0.93,0.93,0,0,0,1,0,0
909868,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.48,0.48,1,0,0,1,0,0
640327,5.0,3.0,3.0,3.0,0.0,1.0,4.0,4.0,0,0.0,0.85,0.82,0,0,0,1,0,0
28094,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.82,0,0,0,1,0,0
403667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,0,1,0,0
1527971,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,1,0,1,1,0,0
740179,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,0.0,0.95,0.77,0,0,0,1,0,0
1200703,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.87,0.78,0,0,0,1,0,0
1211395,404.0,400.0,600.0,800.0,80.0,306.0,581.0,796.0,0,0.0,0.64,0.68,0,0,0,1,0,0
525534,12.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0,0.0,0.8,0.83,0,0,0,1,0,0
1366957,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.79,0,0,0,1,0,0
360115,90.0,144.0,336.0,528.0,49.0,169.0,329.0,442.0,0,0.0,0.82,0.68,0,0,0,1,0,0
719297,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.43,0.46,1,0,0,1,0,0
1307899,4180.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0,0.0,-99.0,-99.0,1,0,0,0,0,0
654242,455.0,450.0,450.0,450.0,0.0,0.0,0.0,0.0,0,0.0,0.91,0.85,0,0,0,1,0,0
292434,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.68,0.66,0,0,1,1,0,0
558220,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.42,0.36,0,0,1,1,0,0
1200663,2.0,10.0,15.0,20.0,1.0,3.0,8.0,12.0,0,0.0,0.9,0.95,0,0,0,1,0,0
1042537,13.0,15.0,25.0,40.0,1.0,16.0,37.0,53.0,0,0.0,0.79,0.67,0,0,0,1,0,0
1261245,2981.0,0.0,0.0,0.0,6.0,27.0,75.0,129.0,0,0.0,-99.0,-99.0,0,0,0,1,0,0
751120,14.0,0.0,0.0,0.0,1.0,2.0,8.0,9.0,0,0.0,0.86,0.84,0,0,0,1,0,0
623415,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.92,0.96,0,0,0,1,0,0
1618513,10.0,5.0,10.0,15.0,2.0,6.0,17.0,24.0,0,0.0,0.46,0.4,0,0,0,1,0,0
1196410,68.0,80.0,140.0,180.0,24.0,76.0,128.0,174.0,0,0.0,0.73,0.78,0,0,0,1,0,0
904535,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0
315602,1990.0,0.0,140.0,1040.0,400.0,1005.0,1920.0,4230.0,0,0.0,0.99,0.99,0,0,1,1,0,0
680899,37.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,0,0.0,0.85,0.83,0,0,0,1,0,0
905174,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.48,0.48,1,0,0,1,0,0
1084203,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.99,0.96,0,0,0,1,0,0
284561,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.68,0.57,0,0,0,1,0,0
825054,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.77,0.8,1,0,0,1,0,0
1629673,1132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.78,0,0,0,1,0,0
820876,6.0,7.0,14.0,23.0,3.0,14.0,21.0,32.0,0,0.0,0.89,0.94,0,0,0,1,0,0
831005,12.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0,0.0,0.73,0.78,1,0,0,1,0,0
285882,85.0,0.0,105.0,105.0,30.0,69.0,109.0,133.0,0,0.0,1.0,1.0,0,0,1,1,0,0
679541,16.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0,0.0,0.99,0.98,0,0,0,1,0,0
527919,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.66,0.49,1,0,0,1,0,0
163998,516.0,0.0,0.0,0.0,0.0,6.0,15.0,20.0,0,0.0,-99.0,-99.0,0,0,0,0,0,0
347082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.37,0.36,0,0,0,1,0,0
1674618,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,1,0,1,1,0,0
1085908,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.46,0.35,1,0,1,1,0,0
704291,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.63,0.72,0,0,0,1,0,0
1368979,2.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.78,0.78,0,0,0,1,0,0
1661683,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.51,0.53,1,0,0,1,0,0
278954,438.0,1561.0,2736.0,3530.0,0.0,0.0,0.0,0.0,0,0.0,0.66,0.69,0,0,0,1,0,0
1375888,77.0,0.0,0.0,0.0,3.0,6.0,17.0,27.0,0,0.0,0.98,0.93,0,0,0,1,0,0
1160364,80.0,36.0,72.0,120.0,10.0,59.0,120.0,184.0,0,0.0,0.76,0.78,0,0,0,1,0,0
153170,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.0,0.73,0.79,1,0,0,1,0,0
335371,144.0,0.0,0.0,45.0,11.0,45.0,82.0,138.0,0,0.0,0.37,0.45,0,0,0,1,0,0
1400770,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.78,0,0,0,1,0,0
603114,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.59,0.78,0,0,1,1,0,0
1361601,2.0,0.0,720.0,720.0,1.0,3.0,4.0,8.0,0,0.0,0.78,0.84,0,0,0,1,0,0
1407574,91.0,240.0,450.0,690.0,112.0,279.0,431.0,659.0,0,0.0,0.98,0.78,0,0,1,1,0,0
621178,4.0,5.0,10.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.82,0,0,0,1,0,0
352995,25.0,23.0,47.0,71.0,6.0,17.0,44.0,66.0,0,0.0,0.92,0.76,0,0,0,1,0,0
1198799,800.0,0.0,0.0,0.0,12.0,33.0,76.0,153.0,0,0.0,0.99,0.99,0,0,0,1,0,0
288855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.91,0.9,0,0,0,1,0,0
44543,2223.0,0.0,0.0,0.0,10.0,18.0,43.0,64.0,0,0.0,0.99,0.99,1,0,0,0,0,0
413766,212.0,0.0,0.0,0.0,17.0,80.0,175.0,288.0,0,0.0,0.62,0.62,1,0,0,1,0,0
531198,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0,0.0,0.99,0.98,0,0,0,1,0,0
1472043,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.93,0.89,0,0,0,1,0,0
890818,7.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0,0.0,0.65,0.71,0,0,0,1,0,0
653988,0.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0,0.0,0.37,0.34,0,0,0,1,0,0
356692,1854.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,0,0.0,-99.0,-99.0,1,0,0,1,0,0
1342229,8.0,0.0,0.0,12.0,6.0,16.0,26.0,31.0,0,0.0,0.85,0.82,0,0,0,1,0,0
